architecture,training_resolution,evaluation_resolution,seed,protocol,k_norm,target_normalized_residual_energy_mean,target_normalized_residual_energy_std,target_normalized_residual_energy_se,n_test_samples,record_type,band,k_norm_left,k_norm_right,target_normalized_residual_energy,curve_total_target_normalized_residual_energy,fraction_of_residual_profile_total,n_bins_total,denominator
Corrected standard FNO,256,256,1,fixed-val128,0.00694444444444,0.00380665941408,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.0208333333333,0.000671117609028,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.0347222222222,0.00017015712263,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.0486111111111,8.47788147546e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.0625,4.47622101767e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.0763888888889,5.43901398386e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.0902777777778,4.13416518168e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.104166666667,2.69681612191e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.118055555556,1.77295272897e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.131944444444,1.80910424609e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.145833333333,1.39950143417e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.159722222222,1.09650375747e-05,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.173611111111,7.59152097971e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.1875,4.36122763825e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.201388888889,4.12632844645e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.215277777778,3.20722677639e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.229166666667,2.76399575754e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.243055555556,1.57623640825e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.256944444444,1.84830791843e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.270833333333,1.52580046045e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.284722222222,1.23177167101e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.298611111111,1.05855819158e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.3125,6.67016280266e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.326388888889,7.81873865503e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.340277777778,7.07032694891e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.354166666667,5.88976931576e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.368055555556,3.29850618923e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.381944444444,4.79582102924e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.395833333333,4.10086385334e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.409722222222,3.56412048122e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.423611111111,3.15590247882e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.4375,1.924838905e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.451388888889,2.76467806718e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.465277777778,2.66684914705e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.479166666667,2.49352712081e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.493055555556,1.51967144575e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.506944444444,2.44700924968e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.520833333333,2.42379357152e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.534722222222,2.39133750447e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.548611111111,2.37095823197e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.5625,1.43841367963e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.576388888889,2.40531831275e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.590277777778,2.42378813893e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.604166666667,2.41689030723e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.618055555556,1.38661888465e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.631944444444,2.46598991974e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.645833333333,2.47328002744e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.659722222222,2.46669554676e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.673611111111,2.45406755732e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.6875,1.37746571318e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.701388888889,2.46717441072e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.715277777778,2.47186041739e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.729166666667,2.45191230492e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.743055555556,1.33498309617e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.756944444444,2.47971281339e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.770833333333,2.47212982355e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.784722222222,2.48863700487e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.798611111111,2.4631917987e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.8125,1.39667860435e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.826388888889,2.50862445351e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.840277777778,2.63162585073e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.854166666667,2.80563015165e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.868055555556,1.75741406782e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.881944444444,3.00440802152e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.895833333333,3.10527091985e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.909722222222,4.79618961766e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.923611111111,1.01002369513e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.9375,7.55443293096e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.951388888889,7.78915458384e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.965277777778,8.99222291262e-07,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.979166666667,1.50605416465e-06,,,1000,radial_profile_bin,,,,,,,,
Corrected standard FNO,256,256,1,fixed-val128,0.993055555556,3.81199285542e-06,,,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.00694444444444,5.75618740798,3.13064723548,0.0989997581464,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.0208333333333,2.48128464967,2.05299949868,0.0649215445103,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.0347222222222,1.13942692714,0.977497819057,0.0309111951607,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.0486111111111,0.598214630165,0.44268095543,0.0139988009594,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.0625,0.212930562272,0.151604362988,0.0047941509026,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.0763888888889,0.264397403049,0.179336641787,0.00567112255973,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.0902777777778,0.167864211587,0.120026830076,0.0037955816337,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.104166666667,0.0888946390218,0.0643939319775,0.00203631492543,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.118055555556,0.0272209311386,0.0196895261635,0.000622637487261,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.131944444444,0.0335822874722,0.0233409406046,0.000738105350412,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.145833333333,0.0224553861423,0.0158450957052,0.000501065921717,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.159722222222,0.0156962114118,0.0111680947784,0.000353166166244,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.173611111111,0.010623332877,0.00761573449695,0.000240830670655,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.1875,0.0042649117879,0.00319082239414,0.000100902663745,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.201388888889,0.00610815858304,0.0045505250711,0.000143900237744,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.215277777778,0.00431971300585,0.00326715743889,0.000103316589812,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.229166666667,0.00312400969881,0.00238690213064,7.54804728475e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.243055555556,0.00135138750893,0.00107245865652,3.39141205096e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.256944444444,0.00212504572796,0.00166207779197,5.25595147102e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.270833333333,0.00167226491398,0.00128396672478,4.06025929018e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.284722222222,0.00133356343541,0.00102962059978,3.25594622115e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.298611111111,0.000991299146766,0.000752369366555,2.37920084005e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.3125,0.000425227931628,0.0003326537703,1.05194358639e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.326388888889,0.000716654375226,0.000527954430082,1.66953849983e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.340277777778,0.00068954115219,0.000540833109722,1.71026446075e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.354166666667,0.000585389050295,0.000463462956766,1.4655985545e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.368055555556,0.000248005784488,0.000194959074157,6.16514724853e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.381944444444,0.00036438106099,0.000280209186069,8.86099249281e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.395833333333,0.000240269773017,0.000192424131387,6.08498531963e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.409722222222,0.000192641891225,0.000164703610634,5.20838548456e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.423611111111,0.000193189833213,0.000167617004845,5.30051509887e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.4375,0.000103077486529,8.6797724018e-05,2.74478503616e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.451388888889,0.000186764941377,0.000143062560554,4.52403539245e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.465277777778,0.000184750229396,0.000135617287956,4.28859520038e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.479166666667,0.000197477661694,0.000147722224048,4.67138689017e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.493055555556,0.000140497329676,0.000122597453701,3.87687189031e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.506944444444,0.000765495949953,0.000992054806288,3.13715275159e-05,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.520833333333,0.000178461803468,0.000156800080076,4.95845390338e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.534722222222,0.000103828176598,7.70487924017e-05,2.43649674955e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.548611111111,8.37274852358e-05,6.60285890152e-05,2.08800731975e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.5625,4.2634794882e-05,3.90107148084e-05,1.23362711946e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.576388888889,6.27123012548e-05,5.67352293438e-05,1.79412548298e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.590277777778,5.55290286802e-05,4.80501231327e-05,1.51947830951e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.604166666667,5.5020253755e-05,4.9269887053e-05,1.55805063147e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.618055555556,2.64717473429e-05,2.33633865948e-05,7.38815154947e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.631944444444,4.34254778946e-05,3.93030327183e-05,1.24287102342e-06,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.645833333333,3.56015682752e-05,3.13302753701e-05,9.90750298897e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.659722222222,2.86801229789e-05,2.38043066451e-05,7.52758271196e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.673611111111,2.5285632055e-05,2.14524331086e-05,6.78385499755e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.6875,1.26475001276e-05,1.09444337252e-05,3.46093382724e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.701388888889,2.34917109906e-05,2.20317587282e-05,6.96705384405e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.715277777778,1.78265504762e-05,1.67796381901e-05,5.30618749943e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.729166666667,1.66440921446e-05,1.84880859175e-05,5.84644610763e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.743055555556,8.31096283284e-06,9.63408811628e-06,3.04656616262e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.756944444444,1.25622168666e-05,1.31772345705e-05,4.16700745052e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.770833333333,1.06559933547e-05,1.0691295631e-05,3.38088453321e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.784722222222,1.07316607107e-05,1.04048009786e-05,3.29028696931e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.798611111111,8.93289472866e-06,8.26007676923e-06,2.61206562386e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.8125,4.71571191084e-06,4.73714511433e-06,1.4980168168e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.826388888889,8.01594287528e-06,7.15083836602e-06,2.26129364163e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.840277777778,9.25566736657e-06,8.40530479213e-06,2.6579907571e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.854166666667,8.84741549246e-06,8.8608453172e-06,2.80204531968e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.868055555556,4.17408006918e-06,4.09164589939e-06,1.2938920421e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.881944444444,6.13871940126e-06,5.70334744619e-06,1.80355682173e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.895833333333,5.59000572647e-06,5.71438836994e-06,1.80704826838e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.909722222222,5.17052201169e-06,5.45962444445e-06,1.72648484136e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.923611111111,5.58578741787e-06,6.02282643288e-06,1.90458494798e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.9375,4.02111433652e-06,4.22731599065e-06,1.33679469197e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.951388888889,8.88211249127e-06,9.00299087272e-06,2.84699569115e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.965277777778,1.30481658475e-05,1.32659624145e-05,4.1950656584e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.979166666667,1.99782498827e-05,2.26426750534e-05,7.16024254879e-07,1000,radial_profile_bin,,,,,,,,
U-Net,32,256,1,fixed-val128,0.993055555556,4.70431005854e-05,3.95911129834e-05,1.25198092129e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.00694444444444,4.03150778311,2.06170390394,0.065196801973,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.0208333333333,2.60625060159,1.79812123341,0.0568615860669,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.0347222222222,0.946770434528,0.527123927451,0.0166691221992,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.0486111111111,0.321466749889,0.163524253987,0.00517109095278,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.0625,0.0561250644382,0.0279493574809,0.000883836287779,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.0763888888889,0.0358015432838,0.0192592263585,0.000609030212656,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.0902777777778,0.0121313766029,0.00887036735704,0.000280505645306,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.104166666667,0.00583870596293,0.00514516431149,0.000162704381601,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.118055555556,0.00206645423848,0.00188240631002,5.95269142153e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.131944444444,0.00347311476502,0.0027395722976,8.6632882751e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.145833333333,0.00267837952504,0.00183075198214,5.78934609441e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.159722222222,0.00203119832638,0.00127051035425,4.01770651025e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.173611111111,0.00145185360032,0.000860446631791,2.72097116148e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.1875,0.000607696968608,0.000366276362252,1.1582675578e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.201388888889,0.00088396565374,0.000516497679443,1.63330907323e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.215277777778,0.000685460814219,0.000394491152288,1.24749055801e-05,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.229166666667,0.000566117945404,0.000312683154162,9.88790953118e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.243055555556,0.00027039822991,0.000149242057951,4.71944825815e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.256944444444,0.000438309156444,0.000259271501523,8.19888477184e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.270833333333,0.000302866690542,0.000163881536087,5.18238920481e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.284722222222,0.000228796297468,0.000130715777956,4.13359584462e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.298611111111,0.000182814297902,0.00010694554866,3.38191519383e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.3125,9.1370999465e-05,5.5025962914e-05,1.74007373252e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.326388888889,0.000138282053929,7.93725497204e-05,2.50998040812e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.340277777778,0.000118752101979,6.65481818105e-05,2.10443828664e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.354166666667,9.87473591708e-05,5.28955800869e-05,1.67270511231e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.368055555556,4.65026316681e-05,2.54466051032e-05,8.04692308451e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.381944444444,7.44389212575e-05,4.18177886413e-05,1.32239458818e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.395833333333,5.71111324976e-05,3.43555698663e-05,1.0864185109e-06,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.409722222222,4.21794940709e-05,3.06416321737e-05,9.68973488941e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.423611111111,2.91239893748e-05,2.51262274095e-05,7.94561076215e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.4375,1.27074023462e-05,1.28430584896e-05,4.06133169498e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.451388888889,1.65687046024e-05,1.98185074651e-05,6.26716234147e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.465277777778,1.56717671645e-05,1.8397488945e-05,5.81779682941e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.479166666667,2.1351681377e-05,2.19337210422e-05,6.93605160561e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.493055555556,1.63318714455e-05,1.51427698458e-05,4.78856427965e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.506944444444,2.63212401339e-05,3.01363091663e-05,9.52993772365e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.520833333333,2.12975725642e-05,1.64604005141e-05,5.20523568231e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.534722222222,1.66177796029e-05,1.44602226596e-05,4.57272390776e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.548611111111,1.31866942739e-05,1.35651653817e-05,4.28968194432e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.5625,7.8088871119e-06,8.57241419623e-06,2.71083539065e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.576388888889,1.17955962119e-05,1.27235723983e-05,4.02354687526e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.590277777778,1.16099444601e-05,1.21160159693e-05,3.83142066298e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.604166666667,1.08938088896e-05,1.07892425194e-05,3.41185805892e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.618055555556,6.04163077383e-06,5.99551355089e-06,1.89594785632e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.631944444444,9.86658257007e-06,9.66708853566e-06,3.05700181152e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.645833333333,9.12530178431e-06,9.09720128464e-06,2.87678763925e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.659722222222,8.76088245539e-06,8.98613834116e-06,2.84166645274e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.673611111111,8.56682538762e-06,9.22491517442e-06,2.9171743173e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.6875,5.38175452112e-06,6.19460025026e-06,1.95890459851e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.701388888889,1.00565209218e-05,1.20581371701e-05,3.81311777962e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.715277777778,7.95666348354e-06,1.00861316351e-05,3.18951487472e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.729166666667,6.56750256109e-06,8.71579331522e-06,2.75617584914e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.743055555556,3.73187255306e-06,4.7961893067e-06,1.51668822985e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.756944444444,6.33261429917e-06,8.13211414152e-06,2.57160028797e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.770833333333,6.22165390187e-06,8.29655515247e-06,2.6236011015e-07,1000,radial_profile_bin,,,,,,,,
U-Net,64,256,1,fixed-val128,0.784722222222,7.71724790141e-06,1.14932661595e-05,3.63448988187e-07,1000,radial_profile_bin,,,,,,,,
